acc	dc0_val	dc1_val	loss
49.7	0.1919197306838239	0.17778218911599905	6.859552562236786
62.9	0.16972260742681985	0.15479289905271482	6.742603898048401
67.2	0.16490410504661984	0.14939293613983698	6.583049297332764
86.0	0.16410483441608756	0.1487904824528783	6.379729449748993
74.6	0.164000272592964	0.14874593511058282	6.08692592382431
91.0	0.16451389328322497	0.14956807220031154	5.632839620113373
92.8	0.16525833279853025	0.1505598431835185	5.123154699802399
92.6	0.16726089144394143	0.15273331885032115	4.528145462274551
92.4	0.1700885671976311	0.15577718393955486	3.961214929819107
93.0	0.17423669403177638	0.16023162050463916	3.3812459111213684
93.2	0.17932177011674516	0.16563165648653244	2.9008326530456543
93.2	0.1854347164595269	0.17208505901388532	2.5219687074422836
92.3	0.1925926197726423	0.17958016524959874	2.2969939410686493
93.5	0.20018004589811458	0.18772018241554742	2.0362798869609833
93.6	0.20849313374864797	0.19658942770105434	1.883801281452179
93.8	0.21735106069039117	0.2059661356252348	1.7754061222076416
93.4	0.2256742762014955	0.214875290741806	1.682859867811203
93.6	0.23378524927542438	0.22358357486953329	1.632401093840599
93.2	0.24231411726533938	0.23261183827405885	1.5632108598947525
93.7	0.25088953347784554	0.24157742666531856	1.527293860912323
92.5	0.2592510165059974	0.25029644930285183	1.584828957915306
93.7	0.265976340778858	0.25769958137137255	1.4579701200127602
94.0	0.2728631669832328	0.26495571691388975	1.4361796900629997
93.4	0.2787028867344856	0.2712561515453483	1.4831523001194
93.0	0.28472062869835635	0.27762826060731594	1.5551415011286736
93.8	0.29107097111209423	0.2840108227226319	1.3884246870875359
93.4	0.29700447164106714	0.29013800167669423	1.3903284221887589
93.4	0.30229414621268663	0.29564525105560385	1.3807004019618034
93.6	0.30666179271158633	0.30019288223051244	1.3685917928814888
93.2	0.311129095251091	0.30499332901615916	1.3883467093110085
93.6	0.3158858850957479	0.3099356782265684	1.4081737473607063
93.9	0.32102247374614534	0.31508304232206713	1.3372079879045486
93.8	0.3255491135939466	0.31970995830651217	1.3371924608945847
93.8	0.32994411375807886	0.32429823693875526	1.3266524225473404
93.6	0.3329844330560636	0.3275610214362181	1.4326410368084908
93.4	0.33734911954086655	0.3319760923648645	1.360684186220169
93.8	0.3420969883321701	0.3367150985005709	1.3206594958901405
93.4	0.3456450167399396	0.3403503085881904	1.3127541169524193
93.8	0.34879837927617846	0.34365305107392863	1.3276634216308594
93.6	0.35199243903951094	0.34692217733524655	1.3404390811920166
93.9	0.3557065716698547	0.3506403319210328	1.3003542572259903
93.7	0.35847964954996164	0.3535213940591037	1.3248737528920174
93.5	0.36077597970504144	0.35590840387394207	1.4291053861379623
93.5	0.3643262461958273	0.3594852915658398	1.3348210752010345
93.8	0.36765558209953314	0.36285139919384196	1.3041664734482765
94.0	0.37071456669674346	0.3659462530131606	1.2962946817278862
93.8	0.37286813450415696	0.36813630879039	1.2991203889250755
93.5	0.3751915042777274	0.37051800104985416	1.3452629819512367
93.8	0.3786399460862648	0.37395360827681107	1.2854657247662544
94.0	0.38084138566116776	0.3762014040293398	1.28973488509655
93.9	0.3834987341500608	0.3788798406299482	1.2836560308933258
94.0	0.38566449436172384	0.38107417529209	1.2822503745555878
93.6	0.38805389356452696	0.38348039467797096	1.284228429198265
93.8	0.38921716757196906	0.38467191889637187	1.3340694457292557
93.9	0.391556764008953	0.38703240343829276	1.282355323433876
93.7	0.393622023421961	0.38911703121754443	1.3150243610143661
92.7	0.39432150987036124	0.38981745105690246	1.5898012518882751
93.8	0.3974036922461576	0.39296420152368394	1.281592346727848
93.5	0.39935072321417026	0.39493994545076033	1.2841937243938446
93.9	0.3999793023436155	0.395569362517196	1.3228045031428337
93.9	0.4022774184526539	0.39789282427044437	1.2929789498448372
93.3	0.4048134150095219	0.40045696648299617	1.2788426280021667
93.5	0.4042395534733231	0.39982482090098254	1.4532499313354492
93.7	0.40595860079989915	0.40159470348644877	1.2877543047070503
93.9	0.4074554187736101	0.40311408490818273	1.2754467204213142
93.3	0.4077131450196908	0.4033117482007695	1.45481526106596
93.4	0.41148335677378567	0.40720998333236647	1.3550808355212212
93.7	0.41156894592430576	0.40729132334459944	1.2819299325346947
93.8	0.41122124704117685	0.40690928243761265	1.2996416091918945
93.7	0.4119502753825266	0.4076059481615404	1.3524258881807327
93.4	0.41446935211630265	0.41021810506161904	1.2896163314580917
93.8	0.41415343380940184	0.4098272180583466	1.3349497988820076
93.3	0.41432832995032637	0.4099533443185393	1.4431659579277039
93.3	0.41779893163452514	0.4136145367883027	1.4874649792909622
93.8	0.4171236758271098	0.4128847191188941	1.2716389521956444
93.9	0.41783791823403865	0.41356322692251435	1.2841575294733047
94.0	0.41909568268319086	0.4148406378855501	1.2736605182290077
94.0	0.41906236689870985	0.4147524901107807	1.3154240176081657
93.8	0.4208318775941447	0.416560870722564	1.2774304151535034
93.9	0.4218671627596842	0.41758730945308686	1.286949746310711
93.9	0.42209662147981786	0.417824259472179	1.2734613195061684
94.0	0.42267397948878027	0.4183821029803786	1.2809929475188255
94.0	0.4234953389500937	0.41921988361719403	1.273257501423359
93.9	0.42398980574956385	0.4196480272277933	1.323569931089878
93.6	0.42398456612363855	0.41958928475801477	1.407072626054287
93.8	0.42550251140716033	0.42122051155440804	1.2750557884573936
93.9	0.4257933806744808	0.4215098473610444	1.276150494813919
93.8	0.4258455377224505	0.42154270996300386	1.2875173091888428
93.8	0.42614332282303974	0.4218590618116857	1.2743670269846916
94.0	0.42647575221994877	0.4221747982757136	1.2832087278366089
93.8	0.42704680647100596	0.42277594914173783	1.2695821449160576
93.7	0.4273554484504859	0.42307310070728943	1.2730736434459686
94.0	0.42733893947347723	0.4230329614476719	1.2871302291750908
93.7	0.4279187159850746	0.42364670740879395	1.2714996710419655
93.9	0.42783259011634445	0.42352550937510725	1.2843750640749931
93.6	0.428366487560669	0.42407596891626315	1.2748602628707886
93.7	0.4287840700341248	0.42450833509632335	1.2703767493367195
94.0	0.4283963122530357	0.42406967877751706	1.2953529804944992
93.9	0.42906030999319966	0.4247731640791067	1.2739582508802414
93.9	0.4289514200168644	0.4246215461710394	1.3015579283237457
