acc	dc0_val	dc1_val	loss
50.0	0.4412821017789	0.4700092757075519	1.374138355255127
50.0	0.4167635845196185	0.46500327910714867	1.3675470352172852
50.0	0.3911510684618647	0.4428133786975447	1.3601599335670471
50.0	0.3657501777512047	0.4230392163464958	1.3513101935386658
55.5	0.3409983593085569	0.40678867719995626	1.3399125933647156
64.0	0.30830506061026447	0.3821769883411209	1.3260420560836792
71.0	0.28477346889580984	0.34743992350563563	1.3098103404045105
75.5	0.2743365432536085	0.3041971688121826	1.291224718093872
79.5	0.27581651953661435	0.26474118379370876	1.2703787088394165
83.0	0.27779621105601127	0.23661517681257163	1.2471867203712463
83.0	0.2721662390082335	0.21717134350529402	1.221973717212677
83.5	0.26580973232696464	0.2033584297077456	1.1947603225708008
83.5	0.26890946420020523	0.1921203299701179	1.1655662059783936
83.0	0.2741942773146287	0.1826253394141827	1.1345272660255432
83.5	0.25960120468614545	0.1755995511818121	1.1019755005836487
83.0	0.24260666080825294	0.17076941136317958	1.0681735277175903
83.0	0.23141489009496377	0.16695020871847696	1.0332403182983398
83.0	0.22314892525377938	0.16340682429903097	0.9976121485233307
82.5	0.21555651341094662	0.1605103974525111	0.9617923498153687
82.5	0.20862645707379945	0.15810836432163572	0.9264368712902069
82.0	0.20182948878238322	0.15611590716750814	0.8919768631458282
82.5	0.19593963710984377	0.15451830217250104	0.8589639663696289
82.0	0.19093340037598966	0.15280821513352907	0.8279171288013458
82.5	0.1860044834490347	0.15109153840447384	0.7990419864654541
82.5	0.18139917814871548	0.14933832285788232	0.7725538611412048
82.0	0.1768850208080564	0.14740185714265652	0.748683512210846
82.5	0.17308486305175544	0.1454520790350729	0.7273547351360321
82.5	0.1698100528287843	0.1435666721707478	0.7083429098129272
82.5	0.16643343634286487	0.1416081886877391	0.6916699409484863
82.5	0.16374946084606684	0.13965606911072687	0.6771769523620605
82.5	0.16070760561912512	0.13750219437422445	0.664916455745697
82.5	0.15790376648095955	0.13527868086095549	0.6539964973926544
82.5	0.15515598640761097	0.13295038914693968	0.6448860466480255
83.0	0.15230075654003677	0.13046745793853318	0.6374839842319489
83.0	0.14943308961098473	0.12791672213956903	0.6311296224594116
83.0	0.1465809698290925	0.12526543065766985	0.625606894493103
83.0	0.14359254816772962	0.12249732752228708	0.6207984983921051
83.0	0.14065712751829246	0.1196691783793697	0.6164113283157349
83.0	0.13759888652512853	0.11671444360428486	0.6124567985534668
83.0	0.13454629787190112	0.11370824143900958	0.6087981164455414
83.0	0.13142310617881564	0.11065458743083237	0.6053145825862885
83.5	0.128243409581159	0.10753622326959515	0.602027416229248
83.5	0.12499583273216133	0.10435348910932922	0.5988849997520447
83.5	0.12170582381375444	0.10114622132996427	0.5957866609096527
84.0	0.11838667368338661	0.09791997243754064	0.5927639603614807
83.5	0.11504949013625383	0.09470706205910995	0.5897192060947418
84.0	0.11175439900480202	0.09155648712394675	0.5866537392139435
84.0	0.10847650461828656	0.0884070222771773	0.5835836827754974
84.0	0.10523094228302483	0.08529932302064946	0.5804952383041382
84.0	0.10200330536950218	0.0822327977339817	0.5773931443691254
84.5	0.09883941413605035	0.07923472842523412	0.5742248892784119
84.5	0.09572939269063714	0.07630561273268754	0.5709555149078369
84.5	0.09269348179292797	0.07344728469776851	0.5675384104251862
85.0	0.08972013097330386	0.07065459566481318	0.5639532208442688
85.0	0.08680531133781925	0.06789094647343216	0.5602791607379913
85.0	0.08392955166627414	0.06512948638008163	0.5565088987350464
85.5	0.08099074720055717	0.06238788050088217	0.5524618327617645
85.5	0.07789506347377016	0.059685459371497225	0.5481980443000793
86.0	0.07495006699320457	0.0570440009819344	0.5437201857566833
86.0	0.07212082418544212	0.05445217249687311	0.5391659140586853
86.0	0.0693510889315525	0.051910468407074764	0.534421980381012
86.5	0.0666433728225491	0.04940389283704083	0.5294445753097534
87.0	0.06400523223900612	0.04693301068484462	0.524319976568222
87.0	0.06142321122954106	0.04450082244973205	0.5191944241523743
87.5	0.058914384415077424	0.04219766453973941	0.5137820839881897
88.0	0.0564550815171948	0.0400731448382231	0.5080466270446777
88.0	0.05400520280752602	0.03814785260752878	0.5023013353347778
88.0	0.051576941799740414	0.036455066797995615	0.4963953047990799
88.0	0.049386558461533094	0.03497907668485139	0.4904039353132248
88.5	0.047594571693362904	0.03369197223441165	0.48420460522174835
89.0	0.04592794003299967	0.032527818007408546	0.47777509689331055
89.0	0.0443680145045494	0.0314760553354498	0.4712526202201843
89.0	0.0429559579418772	0.030564548355120146	0.46476300060749054
89.5	0.041556656337630546	0.02966605849954981	0.45778413116931915
90.5	0.04021013849850018	0.028831233202455515	0.45068179070949554
90.5	0.03892762625379679	0.0280486781567007	0.4438001811504364
91.5	0.037736154341968496	0.027350396670725426	0.43712852895259857
91.5	0.03654546230145699	0.026632903810307005	0.4299355149269104
92.0	0.03540061027800558	0.025944696173576646	0.4226187467575073
92.5	0.034341973717565956	0.025335977094503696	0.4154185950756073
